Country,Date,Doses,Funder,ISO3,NewPipeline,Pipeline,Source_Url,Vaccine,c9
Iraq,Jul 2022,539,926,Global,IRQ,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Nigeria,Aug 2022,2,649,600,Global,NGA,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Nigeria,Jul 2022,5,612,400,African Vaccine Acquisition Trust,NGA,African Vaccine Aquisition Trust,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Somalia,Aug 2022,648,000,Global,SOM,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Somalia,Jul 2022,310,050,Global,SOM,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Somalia,Jul 2022,1,471,500,Global,SOM,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
South Sudan,Aug 2022,345,600,Global,SSD,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Sudan,July 2022,1,360,800,African Vaccine Acquisition Trust,SDN ,African Vaccine Aquisition Trust,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Sudan,July 2022,299,520,Global,SDN,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Ukraine,July 2022,499,590,Global,UKR,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
oPt,July 2022,197,730,Global,PSE,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Afghanistan,August 2022,3,974,400,Global,AFG,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Burkina Faso,August 2022,672,000,Global,BFA,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Cameroon,August 2022,410,400,African Vaccine Acquisition Trust,CMR,African Vaccine Aquisition Trust,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
Colombia,August 2022,884,629,Procured,COL,Procured,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Sinovac,
Colombia,August 2022,3,412,679,Unknown,COL,Unknown,Other,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,,
DRC,August 2022,80,400,Global,COD,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Moderna,
El Salvador,August 2022,297,600,Global,SLV,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Pfizer/BioNTech,
Ukraine,August 2022,100,800,Global,UKR,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-vaccine-market-dashboard,Johnson & Johnson,
El Salvador,September 2022,105,600,Global,SLV,COVAX/Global,COVAX,https://www.paho.org/en/covax-americas,Pfizer/BioNTech,
Ethiopia,August 2022,6,501,600,African Vaccine Acquisition Trust,ETH,African Vaccine Aquisition Trust,Other,https://www.unicef.org/supply/covid-19-market-dashboard,Johnson & Johnson,
Haiti,August 2022,99,450,Global,HTI,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Pfizer/BioNTech,
Honduras,August 2022,230,188,Global,HND,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Pfizer/BioNTech,
Mali,September 2022,100,620,Global,MLI,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Pfizer/BioNTech,
Venezuela,,943,449,Unknown,VEN,Unknown,Other,https://www.unicef.org/supply/covid-19-market-dashboard,,
Afghanistan,September 2022,748,800,Global,AFG,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Johnson & Johnson,
Burkina Faso,September 2022,673,250,Global,BFA,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Johnson & Johnson,
Mali,August 2022,100,000,Iran,MLI,Iran,Other,https://www.unicef.org/supply/covid-19-market-dashboard,,*CoveIran Barekat 
Mozambique,August 2022,1,333,800,Global,MOZ,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Pfizer/BioNTech,
Mozambique,September 2022,3,566,160,Global,MOZ,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Pfizer/BioNTech,
Niger,September 2022,2,268,000,Global,NER,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Johnson & Johnson,
Nigeria,September 2022,1,000,350,Global,NGA,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Pfizer/BioNTech,
Nigeria,September 2022,4,406,400,African Vaccine Acquisition Trust,NGA,African Vaccine Aquisition Trust,Other,https://www.unicef.org/supply/covid-19-market-dashboard,Johnson & Johnson,
South Sudan,September 2022,504,000,Global,SSD,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Johnson & Johnson,
Sudan,September 2022,1,024,800,African Vaccine Acquisition Trust,SDN,African Vaccine Aquisition Trust,Other,https://www.unicef.org/supply/covid-19-market-dashboard,Johnson & Johnson,
Sudan,October 2022,1,000,350,Global,SDN,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Pfizer/BioNTech,
Ukraine,September 2022,499,590,Global,UKR,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Pfizer/BioNTech,
CAR,October 2022,604,800,Global,CAF,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Johnson & Johnson,
CAR,October 2022,453,600,African Vaccine Acquisition Trust,CAF,African Vaccine Aquisition Trust,Other,https://www.unicef.org/supply/covid-19-market-dashboard,Johnson & Johnson,
Guatemala,October 2022,77,339,Unknown,GTM,Unknown,Other,https://www.unicef.org/supply/covid-19-market-dashboard,,
Haiti,September 2022,79,560,Global,HTI,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Pfizer/BioNTech,
Honduras,September 2022,183,690,Global,HND,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Pfizer/BioNTech,
Honduras,,148,590,Unknown,HND,Unknown,Other,https://www.unicef.org/supply/covid-19-market-dashboard,Pfizer/BioNTech,
Nigeria,October 2022,11,095,200,African Vaccine Acquisition Trust,NGA,African Vaccine Aquisition Trust,Other,https://www.unicef.org/supply/covid-19-market-dashboard,Johnson & Johnson,
Sudan,October 2022,3,477,600,Global,SDN,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Johnson & Johnson,
Sudan,October 2022,230,400,African Vaccine Acquisition Trust,SDN,African Vaccine Aquisition Trust,Other,https://www.unicef.org/supply/covid-19-market-dashboard,Johnson & Johnson,
DRC,September 2022,10,000,Procured,COD,Unknown,Other,https://www.unicef.org/supply/covid-19-market-dashboard,AstraZeneca,
El Salvador,September 2022,80,000,Global,SLV,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Moderna,
Guatemala,October 2022,49,238,Unknown,GTM,Unknown,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,,
Sudan,October 2022,3,326,400,Global,SDN,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Johnson & Johnson,
Sudan,October 2022,1,008,000,Global,SDN,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,AstraZeneca,
Ukraine,October 2022,2,300,220,Global,UKR,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Pfizer/BioNTech,
DRC,October 2022,310,050,Global,COD,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Pfizer/BioNTech,
Guatemala,October 2022,43,144,Unknown,GTM,Unknown,Other,https://www.unicef.org/supply/covid-19-market-dashboard,,
Iraq,October 2022,82,934,Unknown,IRQ,Unknown,Other,https://www.unicef.org/supply/covid-19-market-dashboard,,
Mali,October 2022,403,150,Global,MLI,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Johnson & Johnson,
Mozambique,November 2022,444,600,Global,MOZ,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Pfizer/BioNTech,
Mozambique,October 2022,3,092,900,Unknown,MOZ,COVAX/Global,Other,https://www.unicef.org/supply/covid-19-market-dashboard,,
Mozambique,October 2022,4,000,230,Global,MOZ,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Pfizer/BioNTech,
Cameroon,December 2022,1,058,400,African Vaccine Acquisition Trust,CMR,African Vaccine Aquisition Trust,Other,https://www.unicef.org/supply/covid-19-market-dashboard,Johnson & Johnson,
Chad,November 2022,2,116,800,African Vaccine Acquisition Trust,TCD,African Vaccine Aquisition Trust,Other,https://www.unicef.org/supply/covid-19-market-dashboard,Johnson & Johnson,
Colombia,November 2022,55,000,Procured,COL,Procured,Other,https://www.unicef.org/supply/covid-19-market-dashboard,Moderna,
Colombia,October 2022,414,817,Procured,COL,Procured,Other,https://www.unicef.org/supply/covid-19-market-dashboard,Pfizer/BioNTech,
DRC,November 2022,1,353,600,Global,COD,COVAX,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Johnson & Johnson,
DRC,November 2022,8,104,800,African Vaccine Acquisition Trust,COD,African Vaccine Aquisition Trust,Other,https://www.unicef.org/supply/covid-19-market-dashboard,Johnson & Johnson,
Guatemala,November 2022,80,105,Unknown,GTM,Unknown,Other,https://www.unicef.org/supply/covid-19-market-dashboard,Abdala ,
Honduras,November 2022,150,000,Global,HND,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Pfizer/BioNTech,
Iraq,November 2022,81,204,Unknown,IRQ,Unknown,Other,https://www.unicef.org/supply/covid-19-market-dashboard,,
Mali,October 2022,300,000,Unknown,MLI,Unknown,Other,https://www.unicef.org/supply/covid-19-market-dashboard,,Donation
Mali,November 2022,201,240,Global,MLI,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Pfizer/BioNTech,
Mozambique,November 2022,443,430,Global,MOZ,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Pfizer/BioNTech,
Myanmar,October 2022,100,000,Unknown,MMR,Unknown,Other,https://www.unicef.org/supply/covid-19-market-dashboard,Pfizer/BioNTech,
South Sudan,November 2022,2,500,800,Global,SSD,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Johnson & Johnson,
Sudan,November 2022,79,200,Unknown,SDN,Unknown,Other,https://www.unicef.org/supply/covid-19-market-dashboard,,
Syria,November 2022,32,400,Global,SYR,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Sinovac,
Ukraine,November 2022,100,800,Global,UKR,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Johnson & Johnson,
Ukraine,November 2022,115,200,Global,UKR,COVAX/Global,COVAX,https://www.unicef.org/supply/covid-19-market-dashboard,Johnson & Johnson,
oPt,October 2022,50,000,Unknown,PSE,Unknown,Other,https://www.unicef.org/supply/covid-19-market-dashboard,Sinopharm,
